_id,facility_name,facility_submission_status,infected_residents,infected_staff,resident_deaths
370,INDIAN CREEK HEALTHCARE CENTER,Data Submitted,< 5,8,0
371,INDIANA VETERANS HOME,Data Submitted,0,< 5,0
372,JEWEL PLACE,Data Submitted,0,0,0
373,JOURNEY SENIOR LIVING OF MERRILLVILLE,Data Submitted,15,< 5,< 5
374,JOURNEY SENIOR LIVING OF VALPARAISO,Data Submitted,0,< 5,0
375,KEEPSAKE VILLAGE OF COLUMBUS,Data Submitted,16,5,< 5
376,KENDALLVILLE MANOR,Data Submitted,0,< 5,0
377,KESSLERWOOD PLACE,Data Submitted,33,9,13
378,KEYSTONE WOODS,Data Submitted,17,7,< 5
379,KINGSTON AT DUPONT,Data Submitted,0,< 5,0
380,KINGSTON CARE CENTER OF FORT WAYNE,Data Submitted,53,48,15
381,KINGSTON RESIDENCE OF FORT WAYNE,Data Submitted,0,< 5,0
382,KOKOMO HEALTHCARE CENTER,Data Submitted,39,< 5,< 5
383,KOKOMO PLACE,Data Submitted,0,< 5,0
384,LAFAYETTE BICKFORD COTTAGE,Data Submitted,0,0,0
385,LAKE CITY PLACE,Data Submitted,0,0,0
386,LAKE COUNTY NURSING AND REHABILITATION CENTER,Data Submitted,23,11,< 5
387,LAKE PARK RESIDENTIAL CARE,Data Submitted,0,< 5,0
388,LAKEVIEW MANOR,Data Submitted,19,< 5,0
389,LAMPLIGHT INN OF FORT WAYNE,Data Submitted,0,0,0
390,LEGACY LIVING OF JASPER,Data Submitted,0,< 5,0
391,LIBERTY VILLAGE,Data Submitted,34,15,13
392,LIFE CARE CENTER OF FORT WAYNE,Data Submitted,0,18,0
393,LIFE CARE CENTER OF LAGRANGE,Data Submitted,< 5,< 5,0
394,LIFE CARE CENTER OF MICHIGAN CITY,Data Submitted,< 5,< 5,0
395,LIFE CARE CENTER OF ROCHESTER,Data Submitted,0,< 5,0
396,LIFE CARE CENTER OF THE WILLOWS,Data Submitted,51,20,11
397,LIFE CARE CENTER OF VALPARAISO,Data Submitted,< 5,14,0
398,LINCOLN HILLS OF NEW ALBANY,Data Submitted,62,18,6
399,LINCOLNSHIRE HEALTH & REHABILITATION CENTER,Data Submitted,11,10,< 5
400,LINCOLNSHIRE PLACE - FORT WAYNE,Data Submitted,0,< 5,0
401,LINDBERG CROSSING SENIOR LIVING,Data Submitted,< 5,< 5,< 5
402,LODGE OF THE WABASH,Data Submitted,36,17,< 5
403,LOOGOOTEE HEALTHCARE & REHABILITATION CENTER,Data Submitted,< 5,6,< 5
404,LOOGOOTEE NURSING CENTER,Data Submitted,< 5,< 5,0
405,LUTHERAN COMMUNITY HOME,Data Submitted,30,32,< 5
406,LUTHERAN LIFE VILLAGES,Data Submitted,60,36,19
407,LUTHERAN LIFE VILLAGES AT KENDALLVILLE,Data Submitted,66,24,13
408,LUTHERAN LIFE VILLAGES AT PINE VALLEY,Data Submitted,< 5,9,0
409,LYND PLACE,Data Submitted,10,< 5,5
410,LYNHURST HEALTHCARE,Data Submitted,22,5,< 5
411,MAJESTIC CARE OF AVON,Data Submitted,72,23,9
412,MAJESTIC CARE OF CONNERSVILLE,Data Submitted,66,35,10
413,MAJESTIC CARE OF FORT WAYNE,Data Submitted,0,< 5,0
414,MAJESTIC CARE OF FORT WAYNE,Data Submitted,48,< 5,9
415,MAJESTIC CARE OF NEW HAVEN,Data Submitted,38,16,< 5
416,MAJESTIC CARE OF NORTH VERNON,Data Submitted,24,13,8
417,MAJESTIC CARE OF SHERIDAN,Data Submitted,0,7,0
418,MAJESTIC CARE OF WEST ALLEN,Data Submitted,41,20,5
419,MANDERLEY HEALTH CARE CENTER,Data Submitted,< 5,< 5,0
420,MANOR CARE HEALTH SERVICES SUMMER TRACE,Data Submitted,< 5,< 5,0
421,MANORCARE HEALTH SERVICES,Data Submitted,< 5,8,< 5
422,MAPLE MANOR CHRISTIAN HOME,Data Submitted,< 5,< 5,0
423,MARQUETTE,Data Submitted,24,18,8
424,MASON HEALTH CARE CENTER,Data Submitted,18,16,5
425,MCCORDSVILLE SENIOR LIVING,Data Submitted,8,5,5
426,MCGIVNEY HEALTH CARE CENTER,Data Submitted,17,< 5,< 5
427,MCKINNEY PLACE,Data Submitted,0,< 5,0
428,MEADOW BROOK SENIOR LIVING,Data Submitted,0,< 5,0
429,MEADOWOOD HEALTH PAVILION,Data Submitted,< 5,8,0
430,MEADOWS MANOR EAST,Data Submitted,11,21,6
431,MEADOWS MANOR NORTH,Data Submitted,36,13,6
432,MEMORIAL HOSPITAL - SKILLED CARING CENTER,Data Submitted,< 5,6,0
433,MERIDIAN NURSING AND REHABILITATION CENTER,Data Submitted,16,6,< 5
434,MIDDLETOWN NURSING AND REHABILITATION CENTER,Data Submitted,< 5,< 5,0
435,MILL POND HEALTH CAMPUS,Data Submitted,< 5,5,0
436,MILLER BEACH TERRACE,Data Submitted,0,< 5,0
437,MILLER'S AT OAK POINTE,Data Submitted,22,20,< 5
438,MILLER'S HEALTH & REHAB,Data Submitted,7,12,0
439,MILLER'S MERRY MANOR - CHESTERFIELD,Data Submitted,0,5,0
440,MILLER'S MERRY MANOR - COLUMBIA CITY,Data Submitted,< 5,17,0
441,MILLER'S MERRY MANOR - CULVER,Data Submitted,< 5,5,< 5
442,MILLER'S MERRY MANOR - DUNKIRK,Data Submitted,0,< 5,0
443,MILLER'S MERRY MANOR - FORT WAYNE,Data Submitted,7,< 5,< 5
444,MILLER'S MERRY MANOR - GARRETT,Data Submitted,< 5,< 5,0
445,MILLER'S MERRY MANOR - HARTFORD CITY,Data Submitted,6,5,< 5
446,MILLER'S MERRY MANOR - HOBART,Data Submitted,31,10,7
447,MILLER'S MERRY MANOR - HOPE,Data Submitted,18,9,< 5
448,MILLER'S MERRY MANOR - HUNTINGTON,Data Submitted,< 5,15,0
449,MILLER'S MERRY MANOR - INDY EAST,Data Submitted,53,23,9
450,MILLER'S MERRY MANOR - LAGRANGE,Data Submitted,13,8,< 5
451,MILLER'S MERRY MANOR - LOGANSPORT,Data Submitted,60,34,0
452,MILLER'S MERRY MANOR - MARION,Data Submitted,0,< 5,0
453,MILLER'S MERRY MANOR - MIDDLETOWN,Data Submitted,0,< 5,0
454,MILLER'S MERRY MANOR - MOORESVILLE,Data Submitted,< 5,< 5,0
455,MILLER'S MERRY MANOR - NEW CARLISLE,Data Submitted,< 5,< 5,0
456,MILLER'S MERRY MANOR - PERU,Data Submitted,22,11,< 5
457,MILLER'S MERRY MANOR - PLYMOUTH,Data Submitted,62,38,19
458,MILLER'S MERRY MANOR - ROCKPORT,Data Submitted,< 5,16,0
459,MILLER'S MERRY MANOR - RUSHVILLE,Data Submitted,< 5,5,0
460,MILLER'S MERRY MANOR - SULLIVAN,Data Submitted,24,11,8
461,MILLER'S MERRY MANOR - SYRACUSE,Data Submitted,< 5,7,0
462,MILLER'S MERRY MANOR - TIPTON,Data Submitted,78,24,17
463,MILLER'S MERRY MANOR - WABASH EAST,Data Submitted,< 5,7,0
464,MILLER'S MERRY MANOR - WABASH WEST,Data Submitted,< 5,< 5,0
465,MILLER'S MERRY MANOR - WAKARUSA,Data Submitted,77,41,14
466,MILLER'S MERRY MANOR - WALKERTON,Data Submitted,< 5,6,0
467,MILLER'S MERRY MANOR - WARSAW,Data Submitted,24,31,5
468,MILLER'S SENIOR LIVING COMMUNITY,Data Submitted,22,14,7
469,MILNER COMMUNITY HEALTH CARE,Data Submitted,0,< 5,0
470,MITCHELL MANOR,Data Submitted,49,10,15
471,MONROE PLACE,Data Submitted,< 5,0,< 5
472,MORGANTOWN HEALTH CARE,Data Submitted,0,0,0
473,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,Data Submitted,34,18,9
474,MORNING POINTE OF FRANKLIN,Data Submitted,< 5,< 5,< 5
475,MORNING VIEW NURSING AND REHABILITATION CENTER,Data Submitted,< 5,< 5,< 5
476,MORRISON WOODS HEALTH CAMPUS,Data Submitted,< 5,5,0
477,MORRISTOWN MANOR,Data Submitted,61,18,14
478,MULBERRY HEALTH & REHABILITATION CENTER,Data Submitted,45,49,8
479,MUNSTER MED-INN,Data Submitted,55,32,18
480,NEW ALBANY NURSING AND REHABILITATION CENTER,Data Submitted,64,5,7
481,NEWBURGH HEALTH CARE,Data Submitted,7,10,< 5
482,NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTER,Data Submitted,< 5,< 5,0
483,NORTH RIVER HEALTH CAMPUS,Data Submitted,< 5,8,0
484,NORTH WOODS VILLAGE AT EDISON LAKES,Data Submitted,19,11,< 5
485,NORTH WOODS VILLAGE AT INVERNESS LAKE,Data Submitted,< 5,< 5,0
486,NORTHERN LAKES NURSING AND REHABILITATION CENTER,Data Submitted,0,5,0
487,NORTHVIEW HEALTH AND LIVING,Data Submitted,< 5,< 5,< 5
488,NORTHWEST MANOR HEALTH CARE CENTER,Data Submitted,74,56,23
489,OAK GROVE CHRISTIAN RETIREMENT VILLAGE,Data Submitted,0,< 5,0
490,OAK VILLAGE,Data Submitted,0,6,0
491,OAKBROOK VILLAGE,Data Submitted,0,0,0
492,OAKWOOD HEALTH CAMPUS,Data Submitted,66,36,18
493,OASIS AT 30TH,Data Submitted,< 5,0,0
494,OASIS AT 56TH,Data Submitted,0,0,0
495,OASIS DEMENTIA CARE,Data Submitted,5,< 5,0
496,ORCHARD POINTE HEALTH CAMPUS,Data Submitted,0,< 5,0
497,OSSIAN HEALTH CARE AND REHABILITATION CENTER,Data Submitted,40,21,< 5
498,OTTERBEIN FRANKLIN SENIORLIFE COMM & COM CARE,Data Submitted,60,36,18
499,OWEN VALLEY HEALTH CAMPUS,Data Submitted,0,< 5,0
500,PADDOCK SPRINGS,Data Submitted,< 5,12,< 5
501,PAOLI HEALTH AND LIVING COMMUNITY,Data Submitted,75,26,19
502,PARK PLACE HEALTH AND WELLNESS CENTER,Data Submitted,8,9,< 5
503,PARK PLACE SENIOR LIVING,Data Submitted,< 5,12,< 5
504,PARKER HEALTH CARE & REHABILITATION CENTER,Data Submitted,< 5,9,0
505,PARKVIEW CARE CENTER,Data Submitted,30,9,0
506,PARKVIEW HAVEN,Data Submitted,0,0,0
507,PEABODY RETIREMENT COMMUNITY,Data Submitted,49,97,7
508,PERSIMMON RIDGE REHABILITATION CENTRE,Data Submitted,26,15,< 5
509,PILGRIM MANOR,Data Submitted,< 5,9,0
510,PINE HAVEN HEALTH AND REHABILITATION CENTER,Data Submitted,65,16,6
511,PINE KNOLL ASSISTED LIVING CENTER,Data Submitted,0,< 5,0
512,PINEKNOLL REHABILITATION CENTRE,Data Submitted,27,14,< 5
513,PLAINFIELD HEALTH CARE CENTER,Data Submitted,< 5,5,< 5
514,PLEASANT VIEW LODGE,Data Submitted,0,< 5,0
515,PORTAGE MANOR HEALTH CARE FACILITY,Data Submitted,8,< 5,0
516,PRAIRIE LAKES HEALTH CAMPUS,Data Submitted,13,13,0
517,PREMIER HEALTHCARE OF NEW HARMONY,Data Submitted,0,0,0
518,PRESENCE SACRED HEART HOME,Data Submitted,30,9,11
519,PRIMROSE MEMORY CARE OF ANDERSON,Data Submitted,0,0,0
520,PRIMROSE OF MISHAWAKA,Data Submitted,< 5,< 5,0
521,PRIMROSE OF NEWBURGH,Data Submitted,< 5,0,0
522,PRIMROSE RETIREMENT COMMUNITY OF ANDERSON,Data Submitted,0,0,0
523,PRIMROSE RETIREMENT COMMUNITY OF KOKOMO,Data Submitted,12,11,< 5
524,PROVIDENCE ANDERSON,Data Submitted,8,< 5,6
525,PROVIDENCE HEALTH CARE CENTER,Data Submitted,< 5,11,0
526,PULASKI HEALTH CARE CENTER,Data Submitted,23,10,6
527,RANDOLPH NURSING HOME,Data Submitted,< 5,5,0
528,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,Data Submitted,10,12,< 5
529,REHABILITATION CENTER AT HARTSFIELD VILLAGE,Data Submitted,6,8,< 5
530,RENSSELAER CARE CENTER,Data Submitted,5,8,0
531,RESIDENCES AT COFFEE CREEK,Data Submitted,18,10,< 5
532,RESIDENCES AT DEER CREEK,Data Submitted,< 5,< 5,0
533,RETREAT AT THE STRATFORD,Data Submitted,15,18,5
534,RICHLAND BEAN BLOSSOM HEALTH CARE CENTER,Data Submitted,< 5,< 5,< 5
535,RIDGEWOOD HEALTH CAMPUS,Data Submitted,14,5,0
536,RIPLEY CROSSING,Data Submitted,20,27,< 5
537,RITTENHOUSE VILLAGE AT MICHIGAN CITY,Data Submitted,26,8,8
538,RITTENHOUSE VILLAGE AT NORTHSIDE,Data Submitted,< 5,0,< 5
539,RITTENHOUSE VILLAGE AT PORTAGE,Data Submitted,< 5,5,0
540,RITTENHOUSE VILLAGE AT VALPARAISO,Data Submitted,0,0,0
541,RIVER CROSSING ASSISTED LIVING,Data Submitted,0,< 5,0
542,RIVER POINTE HEALTH CAMPUS,Data Submitted,< 5,14,0
543,RIVER TERRACE HEALTH CAMPUS,Data Submitted,< 5,< 5,0
544,RIVER TERRACE HEALTH CARE CENTER,Data Submitted,0,< 5,0
545,RIVERBEND,Data Submitted,0,< 5,0
546,RIVEROAKS HEALTH CAMPUS,Data Submitted,32,17,< 5
547,RIVERWALK COMMUNITIES,Data Submitted,11,6,< 5
548,ROBIN RUN,Data Submitted,< 5,< 5,< 5
549,ROBIN RUN HEALTH CENTER,Data Submitted,33,13,5
550,ROLLING HILLS HEALTHCARE CENTER,Data Submitted,< 5,8,0
551,ROLLING MEADOWS HEALTH CARE CENTER,Data Submitted,< 5,0,< 5
552,ROLLING MEADOWS HEALTH CARE CENTER,Data Submitted,45,11,10
553,ROSE SENIOR LIVING CARMEL,Data Submitted,11,< 5,0
554,ROSEWOOD MANOR,Data Submitted,< 5,< 5,0
555,RURAL HEALTH CARE CENTER,Data Submitted,< 5,< 5,< 5
556,SAGE BLUFF HEALTH & REHAB CENTER,Data Submitted,0,0,0
557,SAINT ANNE COMMUNITIES - RANDALLIA PLACE,Data Submitted,< 5,14,0
558,SAINT ANNE COMMUNITIES - VICTORY NOLL,Data Submitted,0,5,0
559,SAINT ANTHONY - CROWN POINT,Data Submitted,80,30,23
560,SAINT ANTHONY REHAB AND NURSING CENTER,Data Submitted,0,< 5,0
561,SANCTUARY AT HOLY CROSS,Data Submitted,86,40,26
562,SANCTUARY AT ST PAUL'S,Data Submitted,20,20,7
563,SANDERS GLEN,Data Submitted,< 5,< 5,0
564,SCENIC HILLS AT THE MONASTERY,Data Submitted,< 5,11,< 5
565,SEBO'S NURSING AND REHABILITATION CENTER,Data Submitted,58,24,18
566,SELLERSBURG HEALTHCARE CENTER,Data Submitted,17,16,< 5
567,SENIOR SUITES AT THE LELAND,Data Submitted,0,< 5,0
568,SETTLERS PLACE,Data Submitted,0,0,0
569,SEYMOUR PLACE,Data Submitted,0,< 5,0
570,SHADY NOOK CARE CENTER,Data Submitted,57,18,18
571,SIGNATURE HEALTHCARE AT PARKWOOD,Data Submitted,52,38,12
572,SIGNATURE HEALTHCARE OF BLUFFTON,Data Submitted,9,13,< 5
573,SIGNATURE HEALTHCARE OF BREMEN,Data Submitted,< 5,8,0
574,SIGNATURE HEALTHCARE OF FORT WAYNE,Data Submitted,0,17,0
575,SIGNATURE HEALTHCARE OF LAFAYETTE,Data Submitted,15,9,0
576,SIGNATURE HEALTHCARE OF MUNCIE,Data Submitted,72,29,9
577,SIGNATURE HEALTHCARE OF NEWBURGH,Data Submitted,86,25,21
578,SIGNATURE HEALTHCARE OF SOUTH BEND,Data Submitted,29,9,< 5
579,SIGNATURE HEALTHCARE OF TERRE HAUTE,Data Submitted,89,61,12
580,SILVER BIRCH OF COOK ROAD,Data Submitted,0,0,0
581,SILVER BIRCH OF EVANSVILLE,Data Submitted,< 5,< 5,0
582,SILVER BIRCH OF FORT WAYNE,Data Submitted,0,< 5,0
583,SILVER BIRCH OF HAMMOND,Data Submitted,< 5,< 5,0
584,SILVER BIRCH OF KOKOMO,Data Submitted,< 5,0,0
585,SILVER BIRCH OF MICHIGAN CITY,Data Submitted,< 5,5,0
586,SILVER BIRCH OF MISHAWAKA,Data Submitted,0,< 5,0
587,SILVER BIRCH OF MUNCIE,Data Submitted,< 5,< 5,< 5
588,SILVER BIRCH OF TERRE HAUTE,Data Submitted,0,< 5,0
589,SILVER MEMORIES HEALTH CARE,Data Submitted,0,0,0
590,SILVER OAKS HEALTH CAMPUS,Data Submitted,5,< 5,< 5
591,SIMMONS LOVING CARE HEALTH FACILITY,Data Submitted,0,0,0
592,SOLARBON TERRACE,Data Submitted,15,12,< 5
593,SOUTH SHORE HEALTH & REHABILITATION CENTER,Data Submitted,34,16,8
594,SOUTHERN INDIANA REHABILITATION HOSPITAL,Data Submitted,6,< 5,< 5
595,SOUTHFIELD VILLAGE,Data Submitted,17,12,0
596,SOUTHPOINTE HEALTHCARE CENTER,Data Submitted,20,12,7
597,SOUTHWOOD HEALTHCARE CENTER,Data Submitted,55,23,7
598,SPRENGER HEALTH CARE OF MISHAWAKA,Data Submitted,5,9,0
599,SPRING MILL HEALTH CAMPUS,Data Submitted,10,17,< 5
600,SPRINGHURST HEALTH CAMPUS,Data Submitted,< 5,< 5,0
601,ST ANDREWS HEALTH CAMPUS,Data Submitted,< 5,12,0
602,ST AUGUSTINE HOME FOR THE AGED,Data Submitted,14,10,< 5
603,ST CHARLES HEALTH CAMPUS,Data Submitted,35,27,10
604,ST ELIZABETH HEALTHCARE CENTER,Data Submitted,42,37,11
605,ST MARY HEALTHCARE CENTER,Data Submitted,0,< 5,0
606,ST PAUL HERMITAGE,Data Submitted,8,12,< 5
607,STONEBRIDGE HEALTH CAMPUS,Data Submitted,53,34,7
608,STONECROFT HEALTH CAMPUS,Data Submitted,< 5,6,0
609,SUGAR CREEK REHABILITATION AND CONVALESCENT CENTER,Data Submitted,0,< 5,0
610,SUGAR FORK CROSSING,Data Submitted,< 5,< 5,0
611,SUGAR GROVE SENIOR LIVING,Data Submitted,< 5,0,< 5
612,SUMMERFIELD HEALTH CARE CENTER,Data Submitted,0,0,0
613,SUMMIT HEALTH AND LIVING,Data Submitted,18,27,< 5
614,SUMMIT PLACE WEST,Data Submitted,0,0,0
615,SUNRISE ON OLD MERIDIAN,Data Submitted,< 5,5,0
616,SWISS VILLAGE,Data Submitted,49,46,8
617,SYMPHONY OF CHESTERTON,Data Submitted,12,10,< 5
618,SYMPHONY OF CROWN POINT,Data Submitted,< 5,14,< 5
619,SYMPHONY OF DYER,Data Submitted,72,26,12
620,TANGLEWOOD TRACE,Data Submitted,< 5,< 5,0
621,THE CEDARS,Data Submitted,28,30,10
622,THE ENCLAVE SENIOR LIVING AT SAXONY,Data Submitted,15,< 5,6
623,THE HARRISON AT EAGLE VALLEY,Data Submitted,25,17,5
624,THE HEARTH AT JUDAY CREEK,Data Submitted,8,9,0
625,THE HEARTH AT PRESTWICK,Data Submitted,0,0,0
626,THE HEARTH AT STONES CROSSING,Data Submitted,23,5,6
627,THE HEARTH AT SYCAMORE VILLAGE,Data Submitted,< 5,0,0
628,THE HEARTH AT TUDOR GARDENS,Data Submitted,15,7,5
629,THE LANE HOUSE,Data Submitted,0,< 5,0
630,THE LAURELS OF DEKALB,Data Submitted,59,22,9
631,THE LODGE AT SUMMERS POINTE,Data Submitted,0,0,0
632,THE MANSION ON MAIN,Data Submitted,0,< 5,0
633,THE MILTON HOME,Data Submitted,< 5,< 5,< 5
634,THE RESTORACY OF WHITESTOWN,Data Submitted,< 5,< 5,0
635,THE SPRINGS OF LAFAYETTE,Data Submitted,0,< 5,0
636,THE SPRINGS OF MOORESVILLE,Data Submitted,8,7,< 5
637,THE SPRINGS OF RICHMOND,Data Submitted,8,9,< 5
638,THE TOWNE HOUSE RETIREMENT CENTER,Data Submitted,8,8,< 5
639,THE VILLAGE AT HAMILTON POINTE,Data Submitted,44,34,12
640,THE VILLAGES AT HISTORIC SILVERCREST,Data Submitted,25,14,< 5
641,THE WATERS OF BATESVILLE,Data Submitted,0,< 5,0
642,THE WATERS OF CLIFTY FALLS,Data Submitted,0,5,0
643,THE WATERS OF COVINGTON,Data Submitted,9,7,< 5
644,THE WATERS OF DILLSBORO - ROSS MANOR,Data Submitted,25,15,10
645,THE WATERS OF GREENCASTLE,Data Submitted,24,15,5
646,THE WATERS OF HUNTINGBURG,Data Submitted,0,< 5,0
647,THE WATERS OF INDIANAPOLIS,Data Submitted,61,17,14
648,THE WATERS OF LEBANON,Data Submitted,35,6,5
649,THE WATERS OF MARTINSVILLE,Data Submitted,32,12,9
650,THE WATERS OF MUNCIE,Data Submitted,36,15,< 5
651,THE WATERS OF NEW CASTLE,Data Submitted,0,< 5,0
652,THE WATERS OF PRINCETON,Data Submitted,0,8,0
653,THE WATERS OF RISING SUN,Data Submitted,24,22,8
654,THE WATERS OF SCOTTSBURG,Data Submitted,29,19,9
655,THE WELLINGTON AT SOUTHPORT,Data Submitted,0,< 5,0
656,THE WOODLANDS,Data Submitted,37,18,7
657,THORNTON TERRACE HEALTH CAMPUS,Data Submitted,< 5,< 5,0
658,TIMBER CREEK VILLAGE,Data Submitted,0,0,0
659,TIMBERCREST SENIOR LIVING COMMUNITY,Data Submitted,< 5,10,< 5
660,TIPTON PLACE,Data Submitted,0,< 5,0
661,TOWNE CENTRE ASSISTED LIVING,Data Submitted,< 5,< 5,0
662,TOWNE PARK ASSISTED LIVING,Data Submitted,0,0,0
663,TRADITIONS AT REAGAN PARK,Data Submitted,25,10,7
664,TRADITIONS AT SOLANA,Data Submitted,< 5,< 5,0
665,TRAIL CREEK PLACE - ASSISTED LIVING,Data Submitted,10,< 5,5
666,TRANCENDENT HEALTHCARE NORTH,Data Submitted,0,< 5,0
667,TRANQUILITY NURSING AND REHAB,Data Submitted,0,0,0
668,TRANSCENDENT HEALTHCARE OF BOONVILLE,Data Submitted,41,14,< 5
669,TRANSCENDENT HEALTHCARE OF OWENSVILLE,Data Submitted,0,< 5,0
670,TWIN CITY HEALTH CARE,Data Submitted,0,< 5,0
671,UNIVERSITY HEIGHTS HEALTH AND LIVING COMMUNITY,Data Submitted,6,10,< 5
672,UNIVERSITY NURSING AND REHABILITATION CENTER,Data Submitted,0,< 5,0
673,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,Data Submitted,8,7,< 5
674,VALLEY VIEW HEALTHCARE CENTER,Data Submitted,62,16,< 5
675,VANNONI LIVING CENTER,Data Submitted,0,0,0
676,VERMILLION CONVALESCENT CENTER,Data Submitted,0,< 5,0
677,VERMILLION PLACE,Data Submitted,0,0,0
678,VERNON HEALTH & REHABILITATION,Data Submitted,16,8,0
679,VILLAGES AT OAK RIDGE,Data Submitted,31,32,7
680,VILLAS OF GUERIN WOODS,Data Submitted,6,8,< 5
681,VILLAS OF HOLLY BROOK INDIANA,Data Submitted,0,0,0
682,VIRGINIA PLACE,Data Submitted,< 5,< 5,0
683,WABASH BICKFORD COTTAGE OPCO,Data Submitted,0,0,0
684,WALKER PLACE,Data Submitted,0,0,0
685,WALNUT CREEK ALZHEIMER'S,Data Submitted,< 5,< 5,0
686,WARSAW MEADOWS,Data Submitted,12,27,0
687,WASHINGTON NURSING CENTER,Data Submitted,0,< 5,0
688,WATERFORD AT EDISON LAKES,Data Submitted,< 5,< 5,0
689,WATERFORD CROSSING,Data Submitted,5,15,< 5
690,WATERFORD PLACE HEALTH CAMPUS,Data Submitted,0,< 5,0
691,WEDGEWOOD HEALTHCARE CENTER,Data Submitted,70,25,20
692,WELLBROOKE OF AVON,Data Submitted,10,< 5,< 5
693,WELLBROOKE OF CARMEL,Data Submitted,6,14,< 5
694,WELLBROOKE OF CRAWFORDSVILLE,Data Submitted,0,< 5,0
695,WELLBROOKE OF KOKOMO,Data Submitted,5,10,0
696,WELLBROOKE OF SOUTH BEND,Data Submitted,31,16,< 5
697,WELLBROOKE OF WABASH,Data Submitted,0,6,0
698,WELLBROOKE OF WESTFIELD,Data Submitted,< 5,12,< 5
699,WESLEY MANOR HEALTH CENTER,Data Submitted,< 5,20,< 5
700,WESLEYAN HEALTH CARE CENTER,Data Submitted,7,11,0
701,WEST RIVER HEALTH CAMPUS,Data Submitted,< 5,6,< 5
702,WESTMINSTER HEALTH CARE CENTER,Data Submitted,< 5,< 5,0
703,WESTMINSTER VILLAGE - MUNCIE,Data Submitted,6,13,0
704,WESTMINSTER VILLAGE - WEST LAFAYETTE,Data Submitted,0,12,0
705,WESTMINSTER VILLAGE HEALTH & REHAB,Data Submitted,30,8,5
706,WESTMINSTER VILLAGE NORTH,Data Submitted,21,27,14
707,WESTPARK A WATERS COMMUNITY,Data Submitted,83,< 5,16
708,WESTRIDGE HEALTH CARE CENTER,Data Submitted,0,< 5,0
709,WESTSIDE VILLAGE NURSING CENTER,Data Submitted,25,7,7
710,WHITE OAK HEALTH CAMPUS,Data Submitted,12,20,< 5
711,WHITE RIVER LODGE,Data Submitted,0,< 5,0
712,WHITEWATER COMMONS SENIOR LIVING,Data Submitted,0,< 5,0
713,WHITLOCK PLACE,Data Submitted,0,0,0
714,WICKSHIRE FORT HARRISON,Data Submitted,0,< 5,0
715,WICKSHIRE WEST LAFAYETTE,Data Submitted,0,0,0
716,WILDWOOD HEALTHCARE CENTER,Data Submitted,169,40,19
717,WILLOW CROSSING HEALTH & REHABILITATION CENTER,Data Submitted,29,15,0
718,WILLOW LAKE PLACE,Data Submitted,8,5,< 5
719,WILLOW MANOR,Data Submitted,0,< 5,0
720,WILLOWBEND LIVING CENTER,Data Submitted,< 5,< 5,0
721,WINDSOR RIDGE,Data Submitted,0,0,0
722,WINTERSONG VILLAGE,Data Submitted,0,0,0
723,WITHAM EXTENDED CARE,Data Submitted,0,0,0
724,WOOD RIDGE ASSISTED LIVING,Data Submitted,< 5,< 5,0
725,WOODBRIDGE HEALTH CAMPUS,Data Submitted,53,30,15
726,WOODLAND HILLS CARE CENTER,Data Submitted,< 5,< 5,0
727,WOODLAND MANOR,Data Submitted,9,9,< 5
728,WOODLAND TERRACE OF CARMEL,Data Submitted,11,< 5,< 5
729,WOODLAND TERRACE OF NEW PALESTINE,Data Submitted,< 5,0,< 5
730,WOODMONT HEALTH CAMPUS,Data Submitted,53,40,16
731,WOODVIEW A WATERS COMMUNITY,Data Submitted,31,5,8
732,WORTHINGTON PLACE,Data Submitted,0,0,0
733,WYNDMOOR ASSISTED LIVING,Data Submitted,19,< 5,0
734,WYNDMOOR OF CASTLETON,Data Submitted,< 5,< 5,0
735,WYNDMOOR OF EVANSVILLE,Data Submitted,0,0,0
736,WYNDMOOR OF MARION,Data Submitted,0,0,0
737,WYNDMOOR OF PORTAGE,Data Submitted,0,0,0
738,YORK PLACE,Data Submitted,0,< 5,0
739,YORKTOWN MANOR,Data Submitted,61,36,16
740,INDIANA MASONIC HOME HEALTH CENTER,Data Submitted,0,< 5,0
741,MILLER'S MERRY MANOR - PORTAGE,Data Submitted,36,18,13
742,ATRIA- NEWBURGH,Data Submitted,0,< 5,0
743,BELL TRACE SENIOR LIVING COMMUNITY,Data Submitted,< 5,0,0
744,CENTURY FIELDS RETIREMENT COMMUNITY,Data Submitted,5,< 5,< 5
745,HHC-ASC AMERICAN VILLAGE ASSISTED LIVING,Data Submitted,26,< 5,< 5
746,HHC-ASC BEECH GROVE MEADOWS ASSISTED LIVING,Data Submitted,< 5,0,< 5
747,HHC-ASC MEADOW LAKES ASSISTED LIVING,Data Submitted,8,0,< 5
748,HHC-ASC ZIONSVILLE MEADOWS ASSISTED LIVING,Data Submitted,0,0,0
749,HOLY CROSS HOUSE AT NOTRE DAME,Data Submitted,< 5,0,0
750,JEFFERSON MANOR,Data Submitted,0,< 5,0
751,MAGNOLIA SPRINGS BRIDGEWATER,Data Submitted,< 5,< 5,0
752,NORTHWOOD MANOR,Data Submitted,< 5,0,0
