_id,school_id,school_name,county_fips,school_county,school_city,longitude,latitude,student_total_cases,teacher_total_cases,staff_total_cases,submission_status
633,2861,WESTWOOD ELEMENTARY SCHOOL,18065,HENRY,NEW CASTLE,-85.414444900000006555274012498557567596435546875,39.91668168000000349593392456881701946258544921875,<5,<5,<5,One or more reported cases
634,2865,WILBUR WRIGHT ELEMENTARY SCHOOL,18065,HENRY,NEW CASTLE,-85.361859920000000556683517061173915863037109375,39.9390248899999988907438819296658039093017578125,<5,<5,<5,One or more reported cases
635,2869,KNIGHTSTOWN HIGH SCHOOL,18065,HENRY,KNIGHTSTOWN,-85.5421599200000031260060495696961879730224609375,39.79262433000000243055183091200888156890869140625,<5,0.0,0.0,One or more reported cases
636,2870,KNIGHTSTOWN INTERMEDIATE SCHOOL,18065,HENRY,KNIGHTSTOWN,-85.5203991199999933314757072366774082183837890625,39.80486442000000124608050100505352020263671875,<5,<5,0.0,One or more reported cases
637,2887,KNIGHTSTOWN ELEMENTARY SCHOOL,18065,HENRY,KNIGHTSTOWN,-85.531091180000004214889486320316791534423828125,39.807829789999999547944753430783748626708984375,0.0,0.0,0.0,No reported cases
638,2894,TAYLOR HIGH SCHOOL,18067,HOWARD,KOKOMO,-86.0818889199999972561272443272173404693603515625,40.43387358999999747766196378506720066070556640625,<5,0.0,0.0,One or more reported cases
639,2895,TAYLOR ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.118720120000006090776878409087657928466796875,40.42667457999999669482349418103694915771484375,0.0,0.0,0.0,No reported cases
640,2896,TAYLOR MIDDLE SCHOOL,18067,HOWARD,KOKOMO,-86.0818889199999972561272443272173404693603515625,40.43387358999999747766196378506720066070556640625,0.0,0.0,0.0,No reported cases
641,2897,NORTHWESTERN SENIOR HIGH SCHOOL,18067,HOWARD,KOKOMO,-86.2043550000000067257133196108043193817138671875,40.52543440000000174450178747065365314483642578125,<5,0.0,0.0,One or more reported cases
642,2904,NORTHWESTERN ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.2071097999999977901097736321389675140380859375,40.5256059000000021796950022689998149871826171875,<5,0.0,0.0,One or more reported cases
643,2905,HOWARD ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.069722380000001749067450873553752899169921875,40.52805165000000187092155101709067821502685546875,<5,0.0,<5,One or more reported cases
644,2907,NORTHWESTERN MIDDLE SCHOOL,18067,HOWARD,KOKOMO,-86.2043550000000067257133196108043193817138671875,40.52543440000000174450178747065365314483642578125,<5,0.0,0.0,One or more reported cases
645,2909,EASTERN ELEMENTARY SCHOOL,18067,HOWARD,GREENTOWN,-85.97042552999999998064595274627208709716796875,40.47565469999999976380422594957053661346435546875,<5,<5,0.0,One or more reported cases
646,2914,EASTERN MIDDLE SCHOOL,18067,HOWARD,GREENTOWN,-85.97046120999999629930243827402591705322265625,40.4738745300000033466858440078794956207275390625,<5,0.0,0.0,One or more reported cases
647,2919,EASTERN HIGH SCHOOL,18067,HOWARD,GREENTOWN,-85.97046120999999629930243827402591705322265625,40.4738745300000033466858440078794956207275390625,<5,0.0,0.0,One or more reported cases
648,2921,WESTERN HIGH SCHOOL,18067,HOWARD,RUSSIAVILLE,-86.2439182899999963183290674351155757904052734375,40.43555847999999741659848950803279876708984375,<5,0.0,<5,One or more reported cases
649,2922,WESTERN MIDDLE SCHOOL,18067,HOWARD,RUSSIAVILLE,-86.2439182899999963183290674351155757904052734375,40.43555847999999741659848950803279876708984375,<5,0.0,0.0,One or more reported cases
650,2923,WESTERN INTERMEDIATE SCHOOL,18067,HOWARD,RUSSIAVILLE,-86.2439182899999963183290674351155757904052734375,40.43555847999999741659848950803279876708984375,<5,<5,<5,One or more reported cases
651,2935,WESTERN PRIMARY SCHOOL,18067,HOWARD,RUSSIAVILLE,-86.2439182899999963183290674351155757904052734375,40.43555847999999741659848950803279876708984375,<5,0.0,<5,One or more reported cases
652,2943,SYCAMORE ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.112145819999994955651345662772655487060546875,40.4885100999999991699951351620256900787353515625,0.0,0.0,0.0,School has not reported
653,2945,BON AIR ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.124363399999992907396517693996429443359375,40.5137996200000003454988473094999790191650390625,<5,0.0,0.0,One or more reported cases
654,2947,BOULEVARD ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.156710279999998647326719947159290313720703125,40.4607908400000013671160559169948101043701171875,0.0,0.0,0.0,School has not reported
655,2951,BON AIR MIDDLE SCHOOL,18067,HOWARD,KOKOMO,-86.1269022000000035177436075173318386077880859375,40.5146299999999968122210702858865261077880859375,0.0,<5,0.0,One or more reported cases
656,2955,CENTRAL MIDDLE SCHOOL,18067,HOWARD,KOKOMO,-86.1282948700000048347646952606737613677978515625,40.4855123399999996536280377767980098724365234375,0.0,0.0,0.0,School has not reported
657,2961,ELWOOD HAYNES ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.1120095099999929288969724439084529876708984375,40.47750823999999880697941989637911319732666015625,0.0,0.0,0.0,School has not reported
658,2963,MAPLE CREST MIDDLE SCHOOL,18067,HOWARD,KOKOMO,-86.131918549999994638710631988942623138427734375,40.45699144999999674610080546699464321136474609375,<5,0.0,0.0,One or more reported cases
659,2969,LAFAYETTE PARK ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.1505740799999983892121235840022563934326171875,40.493934179999996558763086795806884765625,0.0,0.0,0.0,School has not reported
660,2976,EXCEL CENTER - KOKOMO,18067,HOWARD,KOKOMO,-86.1312404600000007803828339092433452606201171875,40.48549332999999705862137489020824432373046875,0.0,0.0,0.0,School has not reported
661,2993,PETTIT PARK SCHOOL,18067,HOWARD,KOKOMO,-86.1413811700000024984547053463757038116455078125,40.49375122000000004618414095602929592132568359375,0.0,0.0,0.0,School has not reported
662,3005,WALLACE ELEMENTARY SCHOOL,18067,HOWARD,KOKOMO,-86.1645350200000024187829694710671901702880859375,40.491156259999996791520970873534679412841796875,0.0,0.0,0.0,School has not reported
663,3013,KOKOMO HIGH SCHOOL,18067,HOWARD,KOKOMO,-86.1556031100000012656892067752778530120849609375,40.4560517999999973426383803598582744598388671875,<5,0.0,0.0,One or more reported cases
664,3021,ANDREWS ELEMENTARY SCHOOL,18069,HUNTINGTON,ANDREWS,-85.595227149999999483043211512267589569091796875,40.8583792700000003605964593589305877685546875,0.0,0.0,0.0,No reported cases
665,3025,RIVERVIEW SCHOOL,18069,HUNTINGTON,HUNTINGTON,-85.5019108299999999189822119660675525665283203125,40.85939884999999804904291522689163684844970703125,<5,0.0,0.0,One or more reported cases
666,3029,ROANOKE ELEMENTARY SCHOOL,18069,HUNTINGTON,ROANOKE,-85.379295519999999442006810568273067474365234375,40.95991606999999845584170543588697910308837890625,0.0,0.0,<5,One or more reported cases
667,3035,SALAMONIE SCHOOL,18069,HUNTINGTON,WARREN,-85.427697069999993573219398967921733856201171875,40.69706923999999759189449832774698734283447265625,0.0,<5,0.0,One or more reported cases
668,3061,CRESTVIEW MIDDLE SCHOOL,18069,HUNTINGTON,HUNTINGTON,-85.48884803999999348889105021953582763671875,40.9025714899999996987389749847352504730224609375,0.0,<5,0.0,One or more reported cases
669,3065,HUNTINGTON NORTH HIGH SCHOOL,18069,HUNTINGTON,HUNTINGTON,-85.50983913999999685984221287071704864501953125,40.8914289599999989377465681172907352447509765625,<5,<5,0.0,One or more reported cases
670,3077,FLINT SPRINGS ELEMENTARY,18069,HUNTINGTON,HUNTINGTON,-85.4739729100000005246329237706959247589111328125,40.89827275999999756095348857343196868896484375,0.0,0.0,0.0,No reported cases
671,3081,LINCOLN ELEMENTARY SCHOOL,18069,HUNTINGTON,HUNTINGTON,-85.4676103999999980942448019050061702728271484375,40.8701798700000011876909411512315273284912109375,<5,<5,0.0,One or more reported cases
672,3086,HORACE MANN ELEMENTARY,18069,HUNTINGTON,HUNTINGTON,-85.506134860000003072855179198086261749267578125,40.859320359999998117928043939173221588134765625,0.0,0.0,0.0,No reported cases
673,3093,MEDORA JR/SR HIGH SCHOOL,18071,JACKSON,MEDORA,-86.1719992000000019061189959757030010223388671875,38.8247434999999967430994729511439800262451171875,0.0,0.0,0.0,No reported cases
674,3095,MEDORA STEM ACADEMY,18071,JACKSON,MEDORA,-86.1719992000000019061189959757030010223388671875,38.8247434999999967430994729511439800262451171875,0.0,0.0,0.0,No reported cases
675,3105,CORTLAND ELEMENTARY SCHOOL,18071,JACKSON,SEYMOUR,-85.963464060000006838890840299427509307861328125,38.97547343000000097390511655248701572418212890625,<5,0.0,<5,One or more reported cases
676,3107,BROWNSTOWN CENTRAL MIDDLE SCHOOL,18071,JACKSON,BROWNSTOWN,-86.048059039999998276471160352230072021484375,38.88091442000000341749910148791968822479248046875,0.0,0.0,0.0,No reported cases
677,3121,CROTHERSVILLE JR/SR HIGH SCHOOL,18071,JACKSON,CROTHERSVILLE,-85.836402010000000473155523650348186492919921875,38.7980904100000003609238774515688419342041015625,0.0,0.0,0.0,No reported cases
678,3122,CROTHERSVILLE ELEMENTARY SCHOOL,18071,JACKSON,CROTHERSVILLE,-85.836402010000000473155523650348186492919921875,38.7980904100000003609238774515688419342041015625,0.0,0.0,0.0,No reported cases
679,3126,BROWNSTOWN CENTRAL HIGH SCHOOL,18071,JACKSON,BROWNSTOWN,-86.0453990200000049526352086104452610015869140625,38.88616841999999707013557781465351581573486328125,<5,0.0,0.0,One or more reported cases
680,3129,BROWNSTOWN ELEMENTARY SCHOOL,18071,JACKSON,BROWNSTOWN,-86.0400370699999967882831697352230548858642578125,38.8722884000000021842424757778644561767578125,<5,<5,0.0,One or more reported cases
681,3133,SEYMOUR SENIOR HIGH SCHOOL,18071,JACKSON,SEYMOUR,-85.90646001999999725740053690969944000244140625,38.95460245000000298887243843637406826019287109375,12.0,0.0,<5,One or more reported cases
682,3135,MARGARET R BROWN ELEMENTARY SCHOOL,18071,JACKSON,SEYMOUR,-85.8755409799999966935502015985548496246337890625,38.95546345999999715559169999323785305023193359375,<5,0.0,<5,One or more reported cases
683,3138,SEYMOUR MIDDLE SCHOOL,18071,JACKSON,SEYMOUR,-85.8773440100000016172998584806919097900390625,38.96842446000000137473762151785194873809814453125,<5,0.0,<5,One or more reported cases
684,3138 -1,SEYMOUR MIDDLE SCHOOL - SIXTH GRADE CENTER,18071,JACKSON,SEYMOUR,-85.8923280249999976376784616149961948394775390625,38.947438462999997454971889965236186981201171875,0.0,0.0,<5,One or more reported cases
685,3141,EMERSON ELEMENTARY SCHOOL,18071,JACKSON,SEYMOUR,-85.8983250200000014729084796272218227386474609375,38.960935460000001739899744279682636260986328125,0.0,0.0,0.0,No reported cases
686,3153,SEYMOUR-JACKSON ELEMENTARY SCHOOL,18071,JACKSON,SEYMOUR,-85.8929450300000070228634285740554332733154296875,38.93782345999999705554728279821574687957763671875,<5,<5,0.0,One or more reported cases
687,3157,SEYMOUR-REDDING ELEMENTARY SCHOOL,18071,JACKSON,SEYMOUR,-85.8903370400000056861244956962764263153076171875,38.97742043000000222718881559558212757110595703125,0.0,<5,<5,One or more reported cases
688,3170,TRI-COUNTY PRIMARY SCHOOL,18073,JASPER,REMINGTON,-87.146730469999994284080457873642444610595703125,40.76277965999999963742084219120442867279052734375,<5,0.0,0.0,One or more reported cases
689,3181,KANKAKEE VALLEY HIGH SCHOOL,18073,JASPER,WHEATFIELD,-87.1199635100000051579627324827015399932861328125,41.18591672000000158959664986468851566314697265625,<5,<5,<5,One or more reported cases
690,3183,KANKAKEE VALLEY MIDDLE SCHOOL,18073,JASPER,WHEATFIELD,-87.1446755099999990079595590941607952117919921875,41.18948972999999824651240487582981586456298828125,<5,0.0,<5,One or more reported cases
691,3184,DEMOTTE ELEMENTARY SCHOOL,18073,JASPER,DEMOTTE,-87.199444610000000466243363916873931884765625,41.19249640999999684254362364299595355987548828125,<5,0.0,0.0,One or more reported cases
692,3197,WHEATFIELD ELEMENTARY SCHOOL,18073,JASPER,WHEATFIELD,-87.05271845999999413834302686154842376708984375,41.1903567600000002357774064876139163970947265625,<5,0.0,0.0,One or more reported cases
693,3198,KANKAKEE VALLEY INTERMEDIATE SCHOOL,18073,JASPER,WHEATFIELD,-87.149177519999994956378941424190998077392578125,41.18968472000000247135176323354244232177734375,0.0,0.0,<5,One or more reported cases
694,3201,RENSSELAER CENTRAL HIGH SCHOOL,18073,JASPER,RENSSELAER,-87.1364900100000028260183171369135379791259765625,40.93455073999999882516931393183767795562744140625,<5,0.0,0.0,One or more reported cases
695,3205,VAN RENSSELAER ELEMENTARY SCHOOL,18073,JASPER,RENSSELAER,-87.1397683699999987538831192068755626678466796875,40.9384757600000028787690098397433757781982421875,<5,0.0,<5,One or more reported cases
696,3213,RENSSELAER CENTRAL PRIMARY SCHOOL,18073,JASPER,RENSSELAER,-87.1434836199999978134655975736677646636962890625,40.949273320000003195673343725502490997314453125,<5,0.0,0.0,One or more reported cases
697,3221,RENSSELAER MIDDLE SCHOOL,18073,JASPER,RENSSELAER,-87.1382640599999973574085743166506290435791015625,40.936085190000000011423253454267978668212890625,<5,<5,0.0,One or more reported cases
698,3239,JAY COUNTY JR/SR HIGH SCHOOL,18075,JAY,PORTLAND,-85.0233027999999961821231408976018428802490234375,40.42974695000000195932443602941930294036865234375,14.0,<5,<5,One or more reported cases
699,3241,BLOOMFIELD ELEMENTARY SCHOOL,18075,JAY,BRYANT,-84.9758623999999969100827001966536045074462890625,40.51272709999999932506398181430995464324951171875,0.0,0.0,0.0,No reported cases
700,3247,REDKEY ELEMENTARY SCHOOL,18075,JAY,REDKEY,-85.15704030000000557265593670308589935302734375,40.3523694000000006099071470089256763458251953125,<5,0.0,<5,One or more reported cases
701,3273,EAST JAY ELEMENTARY,18075,JAY,PORTLAND,-84.9728469799999999167994246818125247955322265625,40.42184094000000271762473857961595058441162109375,<5,<5,0.0,One or more reported cases
702,3287,EAST ELEMENTARY SCHOOL,18075,JAY,PORTLAND,-84.967502370000005385008989833295345306396484375,40.43181222999999846479113330133259296417236328125,0.0,<5,<5,One or more reported cases
703,3289,WESTLAWN ELEMENTARY SCHOOL,18075,JAY,DUNKIRK,-85.21558473999999705483787693083286285400390625,40.3705074100000018688660929910838603973388671875,0.0,0.0,0.0,No reported cases
704,3301,DEPUTY ELEMENTARY SCHOOL,18077,JEFFERSON,DEPUTY,-85.6535188999999945735908113420009613037109375,38.796069410000001198568497784435749053955078125,0.0,0.0,0.0,No reported cases
705,3309,MADISON CONSOLIDATED HIGH SCHOOL,18077,JEFFERSON,MADISON,-85.4013268199999941998612484894692897796630859375,38.774130450000001246735337190330028533935546875,<5,<5,0.0,One or more reported cases
706,3312,CANAAN COMMUNITY ACADEMY,18077,JEFFERSON,CANAAN,-85.2982089999999999463398125953972339630126953125,38.86596879999999742949512437917292118072509765625,0.0,0.0,0.0,No reported cases
707,3313,MADISON CONSOLIDATED JR HIGH SCHOOL,18077,JEFFERSON,MADISON,-85.3999734199999949169068713672459125518798828125,38.77070094999999838591975276358425617218017578125,<5,0.0,0.0,One or more reported cases
708,3321,RYKERS' RIDGE ELEMENTARY SCHOOL,18077,JEFFERSON,MADISON,-85.3323968600000029027796699665486812591552734375,38.77384242000000114103386295028030872344970703125,0.0,0.0,0.0,No reported cases
709,3329,LYDIA MIDDLETON ELEMENTARY SCHOOL,18077,JEFFERSON,MADISON,-85.3879978199999953858423396013677120208740234375,38.73833742000000057714714785106480121612548828125,0.0,<5,<5,One or more reported cases
710,3333,ANDERSON ELEMENTARY SCHOOL,18077,JEFFERSON,MADISON,-85.3898038300000052913674153387546539306640625,38.7704094500000024936525733210146427154541015625,0.0,0.0,<5,One or more reported cases
711,3337,SOUTHWESTERN HIGH SCHOOL,18077,JEFFERSON,HANOVER,-85.47291185000000268701114691793918609619140625,38.71009140000000314785211230628192424774169921875,<5,0.0,0.0,One or more reported cases
712,3341,SOUTHWESTERN ELEMENTARY SCHOOL,18077,JEFFERSON,HANOVER,-85.4733298999999959733031573705375194549560546875,38.70799290000000070222085923887789249420166015625,<5,0.0,0.0,One or more reported cases
713,3343,SOUTHWESTERN MIDDLE SCHOOL,18077,JEFFERSON,HANOVER,-85.4738531999999935351297608576714992523193359375,38.71189825999999811756424605846405029296875,0.0,0.0,<5,One or more reported cases
714,3345,JENNINGS COUNTY HIGH SCHOOL,18079,JENNINGS,NORTH VERNON,-85.6421069400000050109156291000545024871826171875,38.9990694899999965628012432716786861419677734375,<5,0.0,<5,One or more reported cases
715,3349,SAND CREEK ELEMENTARY SCHOOL,18079,JENNINGS,NORTH VERNON,-85.635622949999998354542185552418231964111328125,39.05965146999999859644958632998168468475341796875,0.0,0.0,<5,One or more reported cases
716,3357,SCIPIO ELEMENTARY SCHOOL,18079,JENNINGS,SCIPIO,-85.7135329599999948868571664206683635711669921875,39.0767414900000034094773582182824611663818359375,0.0,0.0,0.0,No reported cases
717,3358,E.O. MUNCIE JR/SR HIGH SCHOOL,18077,JEFFERSON,MADISON,-85.40445439999990639989846386015415191650390625,38.7631705000000010841176845133304595947265625,0.0,0.0,0.0,No reported cases
718,3361,GRAHAM CREEK ELEMENTARY SCHOOL,18079,JENNINGS,COMMISKEY,-85.627150929999999107167241163551807403564453125,38.8697324500000007674316293559968471527099609375,0.0,0.0,0.0,No reported cases
719,3385,HAYDEN ELEMENTARY SCHOOL,18079,JENNINGS,HAYDEN,-85.728735000000000354702933691442012786865234375,39.16388200000000097134034149348735809326171875,0.0,0.0,0.0,No reported cases
720,3389,BRUSH CREEK ELEMENTARY SCHOOL,18079,JENNINGS,NORTH VERNON,-85.690645299999999906503944657742977142333984375,38.98185174999999702549757785163819789886474609375,<5,<5,<5,One or more reported cases
721,3393,JENNINGS COUNTY MIDDLE SCHOOL,18079,JENNINGS,NORTH VERNON,-85.642813039999992952289176173508167266845703125,39.00058614000000289934177999384701251983642578125,<5,<5,0.0,One or more reported cases
722,3397,NORTH VERNON ELEMENTARY SCHOOL,18079,JENNINGS,NORTH VERNON,-85.644207969999996521437424235045909881591796875,38.99552944999999937181200948543846607208251953125,0.0,0.0,0.0,No reported cases
723,3401,CLARK ELEMENTARY SCHOOL,18081,JOHNSON,FRANKLIN,-85.99454848999999967418261803686618804931640625,39.5822964299999995319012668915092945098876953125,0.0,<5,0.0,One or more reported cases
724,3409,INDIAN CREEK ELEMENTARY SCHOOL,18081,JOHNSON,TRAFALGAR,-86.1616314200000061873652157373726367950439453125,39.405007740000002058877726085484027862548828125,<5,0.0,<5,One or more reported cases
725,3411,INDIAN CREEK INTERMEDIATE SCHOOL,18081,JOHNSON,TRAFALGAR,-86.1600923099999960186323733069002628326416015625,39.4049999799999994820609572343528270721435546875,0.0,<5,0.0,One or more reported cases
726,3413,NEEDHAM ELEMENTARY SCHOOL,18081,JOHNSON,FRANKLIN,-86.03473884999999654610292054712772369384765625,39.488833319999997684135450981557369232177734375,<5,0.0,<5,One or more reported cases
727,3418,INDIAN CREEK MIDDLE SCHOOL,18081,JOHNSON,TRAFALGAR,-86.1595108300000021017694962210953235626220703125,39.4073582099999981664950610138475894927978515625,<5,0.0,0.0,One or more reported cases
728,3419,INDIAN CREEK SR HIGH SCHOOL,18081,JOHNSON,TRAFALGAR,-86.1606869600000067066503106616437435150146484375,39.407336299999997208942659199237823486328125,<5,0.0,0.0,One or more reported cases
729,3421,WHITELAND COMMUNITY HIGH SCHOOL,18081,JOHNSON,WHITELAND,-86.0841095499999937601387500762939453125,39.55126686999999918725734460167586803436279296875,10.0,<5,<5,One or more reported cases
730,3422,GRASSY CREEK ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.076219269999995731268427334725856781005859375,39.588441549999998869679984636604785919189453125,<5,<5,0.0,One or more reported cases
731,3425,WHITELAND ELEMENTARY SCHOOL,18081,JOHNSON,WHITELAND,-86.0807444000000003825334715656936168670654296875,39.55191973000000160709532792679965496063232421875,<5,<5,0.0,One or more reported cases
732,3427,CLARK PLEASANT MIDDLE SCHOOL,18081,JOHNSON,GREENWOOD,-86.0697727299999968408883432857692241668701171875,39.58830481999999761910657980479300022125244140625,6.0,<5,0.0,One or more reported cases
733,3429,BREAK-O-DAY ELEMENTARY SCHOOL,18081,JOHNSON,NEW WHITELAND,-86.102907189999996262486092746257781982421875,39.5632598899999976538310875184834003448486328125,<5,<5,<5,One or more reported cases
734,3430,PLEASANT CROSSING ELEMENTARY,18081,JOHNSON,WHITELAND,-86.1255010999999939258486847393214702606201171875,39.575581499999998413841240108013153076171875,<5,0.0,0.0,One or more reported cases
735,3433,UNION ELEMENTARY SCHOOL,18081,JOHNSON,BARGERSVILLE,-86.17632303999999976440449245274066925048828125,39.47715508999999656225554645061492919921875,0.0,0.0,0.0,No reported cases
736,3434,SUGAR GROVE ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.1803528100000022504900698550045490264892578125,39.6043795599999981504879542626440525054931640625,<5,<5,<5,One or more reported cases
737,3435,CENTER GROVE ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.194637819999996963815647177398204803466796875,39.57967323999999820216544321738183498382568359375,<5,<5,0.0,One or more reported cases
738,3437,CENTER GROVE HIGH SCHOOL,18081,JOHNSON,GREENWOOD,-86.19515178000000332758645527064800262451171875,39.57627964000000275746060651727020740509033203125,17.0,<5,<5,One or more reported cases
739,3438,WALNUT GROVE ELEMENTARY SCHOOL,18081,JOHNSON,BARGERSVILLE,-86.1964033699999987447881721891462802886962890625,39.5323515500000013389580999501049518585205078125,<5,0.0,<5,One or more reported cases
740,3439,MAPLE GROVE ELEMENTARY SCHOOL,18081,JOHNSON,BARGERSVILLE,-86.170019359999997732302290387451648712158203125,39.5451890599999984488022164441645145416259765625,<5,<5,0.0,One or more reported cases
741,3440,NORTH GROVE ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.163865270000002283268258906900882720947265625,39.62128234000000048808942665345966815948486328125,<5,<5,<5,One or more reported cases
742,3441,CENTER GROVE MIDDLE SCHOOL CENTRAL,18081,JOHNSON,GREENWOOD,-86.19535799999999881038093008100986480712890625,39.577950700000002370870788581669330596923828125,<5,0.0,<5,One or more reported cases
743,3443,CENTER GROVE MIDDLE SCHOOL NORTH,18081,JOHNSON,GREENWOOD,-86.1990701400000034482218325138092041015625,39.61543879999999973051671986468136310577392578125,<5,0.0,<5,One or more reported cases
744,3444,PLEASANT GROVE ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.1991696799999971290162648074328899383544921875,39.61874524000000263868059846572577953338623046875,0.0,0.0,0.0,No reported cases
745,3445,FRANKLIN COMMUNITY HIGH SCHOOL,18081,JOHNSON,FRANKLIN,-86.0867936899999932620630715973675251007080078125,39.512114470000000210347934626042842864990234375,14.0,0.0,0.0,One or more reported cases
746,3447,EDINBURGH COMMUNITY HIGH SCHOOL,18081,JOHNSON,EDINBURGH,-85.969892020000003185487003065645694732666015625,39.35170921999999649187884642742574214935302734375,<5,0.0,0.0,One or more reported cases
747,3449,EDINBURGH COMM MIDDLE SCHOOL,18081,JOHNSON,EDINBURGH,-85.969892020000003185487003065645694732666015625,39.35170921999999649187884642742574214935302734375,0.0,0.0,0.0,No reported cases
748,3452,EAST SIDE ELEMENTARY SCHOOL,18081,JOHNSON,EDINBURGH,-85.955612709999996923215803690254688262939453125,39.35460262000000142279532155953347682952880859375,0.0,0.0,0.0,No reported cases
749,3457,FRANKLIN COMMUNITY MIDDLE SCHOOL,18081,JOHNSON,FRANKLIN,-86.0634580400000004374305717647075653076171875,39.4865159499999975878381519578397274017333984375,<5,0.0,0.0,One or more reported cases
750,3458,CUSTER BAKER INTERMEDIATE SCHOOL,18081,JOHNSON,FRANKLIN,-86.0827155900000065003041527234017848968505859375,39.48036755999999769528585602529346942901611328125,<5,0.0,<5,One or more reported cases
751,3461,NORTHWOOD ELEMENTARY SCHOOL,18081,JOHNSON,FRANKLIN,-86.062873510000002852393663488328456878662109375,39.48973045000000325899236486293375492095947265625,0.0,<5,<5,One or more reported cases
752,3465,WEBB ELEMENTARY SCHOOL,18081,JOHNSON,FRANKLIN,-86.0347920899999962784931994974613189697265625,39.4866970300000019733488443307578563690185546875,0.0,0.0,0.0,No reported cases
753,3467,CREEKSIDE ELEMENTARY SCHOOL,18081,JOHNSON,FRANKLIN,-86.088595330000003968962118960916996002197265625,39.480103700000000799263943918049335479736328125,0.0,0.0,<5,One or more reported cases
754,3473,GREENWOOD COMMUNITY HIGH SCHOOL,18081,JOHNSON,GREENWOOD,-86.117680309999997234626789577305316925048828125,39.6031646699999981819928507320582866668701171875,<5,0.0,<5,One or more reported cases
755,3475,GREENWOOD MIDDLE SCHOOL,18081,JOHNSON,GREENWOOD,-86.1228253299999977343759383074939250946044921875,39.5947005299999972294244798831641674041748046875,<5,0.0,0.0,One or more reported cases
756,3477,GREENWOOD NORTHEAST ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.0979835800000046219793148338794708251953125,39.6274014800000031755189411342144012451171875,6.0,<5,0.0,One or more reported cases
757,3479,WESTWOOD ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.1337934799999942470094538293778896331787109375,39.60247517999999899984686635434627532958984375,<5,<5,0.0,One or more reported cases
758,3481,V O ISOM CENTRAL ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.1056718800000027158603188581764698028564453125,39.6160803599999979951462591998279094696044921875,<5,0.0,0.0,One or more reported cases
759,3483,SOUTHWEST ELEMENTARY SCHOOL,18081,JOHNSON,GREENWOOD,-86.117974110000005794063326902687549591064453125,39.60540381999999937079337541945278644561767578125,<5,0.0,0.0,One or more reported cases
760,3489,SOUTH KNOX ELEMENTARY SCHOOL,18083,KNOX,VINCENNES,-87.4266716700000046103014028631150722503662109375,38.63714017000000211510268854908645153045654296875,0.0,0.0,0.0,No reported cases
761,3490,SOUTH KNOX MIDDLE/HIGH SCHOOL,18083,KNOX,VINCENNES,-87.422732830000001058579073287546634674072265625,38.6344763499999999112333171069622039794921875,0.0,0.0,0.0,No reported cases
762,3509,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,18083,KNOX,VINCENNES,-87.5009693500000054200427257455885410308837890625,38.67140327999999982466761139221489429473876953125,<5,0.0,0.0,One or more reported cases
763,3521,NORTH KNOX PRIMARY SCHOOL,18083,KNOX,BICKNELL,-87.30242717999999513267539441585540771484375,38.77660131999999748586560599505901336669921875,0.0,<5,<5,One or more reported cases
764,3537,NORTH KNOX JR/SR HIGH SCHOOL,18083,KNOX,BICKNELL,-87.313473259999994979807524941861629486083984375,38.83512640000000004647517926059663295745849609375,0.0,0.0,0.0,No reported cases
765,3545,NORTH KNOX INTERMEDIATE,18083,KNOX,BRUCEVILLE,-87.44119492999999465610017068684101104736328125,38.7884566299999988814306561835110187530517578125,<5,0.0,0.0,One or more reported cases
766,3553,LINCOLN HIGH SCHOOL,18083,KNOX,VINCENNES,-87.498867259999997259001247584819793701171875,38.6505966200000017352067516185343265533447265625,<5,<5,<5,One or more reported cases
767,3557,GEORGE ROGERS CLARK SCHOOL,18083,KNOX,VINCENNES,-87.5016324900000057596116675995290279388427734375,38.648671100000001388252712786197662353515625,<5,<5,0.0,One or more reported cases
768,3573,JAMES WHITCOMB RILEY ELEMENTARY SCHOOL,18083,KNOX,VINCENNES,-87.5160899600000021791856852360069751739501953125,38.678086600000000316867954097688198089599609375,0.0,0.0,0.0,No reported cases
769,3577,TECUMSEH-HARRISON ELEMENTARY SCHOOL,18083,KNOX,VINCENNES,-87.5099668900000011717565939761698246002197265625,38.69002222000000301704858429729938507080078125,<5,<5,<5,One or more reported cases
